Entity,Code,Year,15–19 years,20–24 years,25–29 years
Belize,BLZ,1977,0,0,0
Belize,BLZ,1979,0,0,12.5
Belize,BLZ,1980,6.25,0,0
Belize,BLZ,1982,0,0,0
Belize,BLZ,1983,0,0,0
Belize,BLZ,1984,0,0,0
Belize,BLZ,1986,0,11.560694,0
Belize,BLZ,1987,5.0311933,0,14.647722
Belize,BLZ,1989,0,5.556173,0
Belize,BLZ,1990,4.587156,0,0
Belize,BLZ,1991,0,0,0
Belize,BLZ,1993,0,0,0
Belize,BLZ,1994,0,0,13.063357
Belize,BLZ,1995,3.90625,18.867924,22.47191
Belize,BLZ,1996,4.293135,10.407993,0
Belize,BLZ,1997,0,0,0
Belize,BLZ,1998,3.8896885,4.659181,21.635656
Belize,BLZ,1999,3.7533312,31.333931,15.002251
Belize,BLZ,2000,3.6694555,17.304031,9.394523
Belize,BLZ,2001,7.157428,16.779932,18.142235
Belize,BLZ,2002,7.033338,4.0469446,4.452558
Belize,BLZ,2003,3.4675267,7.783313,13.254396
Belize,BLZ,2004,6.821515,18.7568,13.156163
Belize,BLZ,2005,13.350244,0,17.274887
Belize,BLZ,2006,3.2473857,10.707785,0
Belize,BLZ,2007,3.1509957,7.016805,0
Belize,BLZ,2008,6.114525,0,3.957105
Belize,BLZ,2009,14.859724,10.081661,3.8390663
Belize,BLZ,2010,2.8979628,3.2674398,7.4827895
Belize,BLZ,2011,16.892368,22.109919,14.42273
Belize,BLZ,2012,2.7456686,6.114899,0
Belize,BLZ,2013,5.3746104,8.890206,6.743998
Belize,BLZ,2014,0,11.505825,9.790164
Belize,BLZ,2015,2.599969,5.596597,12.625864
Belize,BLZ,2016,12.828736,10.938227,6.13008
Belize,BLZ,2017,12.683917,2.676015,11.902637
Belize,BLZ,2018,2.5157232,7.8707104,23.122725
Belize,BLZ,2019,17.54342,5.1570315,5.6236644
Belize,BLZ,2020,10.037137,5.0834966,16.447819
Belize,BLZ,2021,12.580515,7.5348487,21.443697
Belize,BLZ,2022,5.069837,27.3557,13.132321
Bosnia and Herzegovina,BIH,1985,7.1960297,13.261982,11.960479
Bosnia and Herzegovina,BIH,1986,6.69413,13.576779,13.805221
Bosnia and Herzegovina,BIH,1987,6.554798,10.701546,13.929619
Bosnia and Herzegovina,BIH,1988,6.9167333,7.2481275,10.247855
Bosnia and Herzegovina,BIH,1989,6.192784,12.788981,8.510638
Bosnia and Herzegovina,BIH,1990,7.032729,12.481278,15.009381
Bosnia and Herzegovina,BIH,1991,11.824779,17.313875,16.755877
Bosnia and Herzegovina,BIH,2014,1.9277629,1.128562,4.9187584
Brazil,BRA,1979,2.923672,4.8530226,4.7997065
Brazil,BRA,1980,3.068466,4.9551077,5.1394424
Brazil,BRA,1981,3.5043075,5.589183,5.57914
Brazil,BRA,1982,2.7730093,5.262348,4.9027543
Brazil,BRA,1983,3.4093378,5.3222857,5.397712
Brazil,BRA,1984,2.7046838,4.9290605,5.008625
Brazil,BRA,1985,2.3739512,4.471223,4.7809176
Brazil,BRA,1986,2.796684,4.8579593,5.1387367
Brazil,BRA,1987,2.6589134,4.5130463,4.9529595
Brazil,BRA,1988,2.2963028,4.3951917,4.813999
Brazil,BRA,1989,2.5959537,4.3014617,4.4495163
Brazil,BRA,1990,2.5487363,4.652074,4.757854
Brazil,BRA,1991,2.7234683,4.659736,4.867803
Brazil,BRA,1992,2.6436892,4.836283,4.9450674
Brazil,BRA,1993,3.0884836,5.315051,5.6108937
Brazil,BRA,1994,3.4228988,5.5707283,5.710662
Brazil,BRA,1995,3.3832607,5.938203,6.153618
Brazil,BRA,1996,3.7520094,5.887791,5.8503075
Brazil,BRA,1997,3.346829,5.6071324,5.6327004
Brazil,BRA,1998,3.447791,5.4443808,5.8275733
Brazil,BRA,1999,3.0704236,5.2450895,5.2094965
Brazil,BRA,2000,2.9202745,5.2505403,5.2081985
Brazil,BRA,2001,3.9199147,5.6908216,5.966403
Brazil,BRA,2002,3.602693,5.8093605,5.8062754
Brazil,BRA,2003,3.6945074,5.828265,6.0893326
Brazil,BRA,2004,3.6215065,5.878241,5.7353034
Brazil,BRA,2005,3.5553598,5.771865,5.8378983
Brazil,BRA,2006,3.6168578,5.8693633,5.967863
Brazil,BRA,2007,3.4471745,5.880928,6.4481516
Brazil,BRA,2008,3.648548,6.4607544,6.237803
Brazil,BRA,2009,3.287831,5.96722,6.6390305
Brazil,BRA,2010,3.5246933,6.0266895,6.5713863
Brazil,BRA,2011,3.6512432,6.4664845,6.814343
Brazil,BRA,2012,3.9151406,5.933312,6.810943
Brazil,BRA,2013,3.85182,5.907901,6.8078337
Brazil,BRA,2014,3.883336,6.1891613,6.719232
Brazil,BRA,2015,4.1903763,6.2264814,6.6617093
Brazil,BRA,2016,4.400844,6.0941033,6.7481155
Brazil,BRA,2017,5.154616,6.782371,7.2038345
Brazil,BRA,2018,5.295207,7.5040627,7.1797023
Brazil,BRA,2019,6.355933,8.44118,8.103545
Brazil,BRA,2020,6.196816,8.261403,7.9692817
Brazil,BRA,2021,6.9317207,10.116767,9.127473
Brunei,BRN,1996,3.589891,3.3507574,9.096147
Brunei,BRN,1997,0,12.981534,5.995024
Brunei,BRN,1998,7.004518,9.4699955,0
Brunei,BRN,1999,0,3.0984693,2.8379261
Brunei,BRN,2000,0,3.0742745,2.7332113
Brunei,BRN,2001,0,0,0
Brunei,BRN,2002,3.558719,0,0
Brunei,BRN,2003,0,0,5.4347825
Brunei,BRN,2004,3.2258065,0,0
Brunei,BRN,2005,0,2.6595745,2.4509804
Brunei,BRN,2006,0,5.102041,4.6728973
Brunei,BRN,2007,2.9167275,2.7569475,8.024394
Brunei,BRN,2008,0,0,2.650481
Brunei,BRN,2009,0,0,0
Brunei,BRN,2010,2.8248587,0,2.1276596
Brunei,BRN,2011,0,0,6.4377685
Brunei,BRN,2012,2.857143,2.673797,2.5445292
Brunei,BRN,2013,0,0,2.5553226
Brunei,BRN,2014,2.8343868,0,5.1507893
Brunei,BRN,2015,0,0,5.216348
Brunei,BRN,2016,0,2.5503697,4.9952545
Brunei,BRN,2017,0,5.102041,9.638555
Brunei,BRN,2018,0,2.415459,4.6728973
Brunei,BRN,2019,0,0,8.569469
Bulgaria,BGR,1964,4.8816566,5.022515,5.556491
Bulgaria,BGR,1965,5.6996293,6.5236053,6.138197
Bulgaria,BGR,1966,6.4340863,6.519559,5.996473
Bulgaria,BGR,1967,4.878049,7.1036487,6.7675867
Bulgaria,BGR,1968,4.871758,5.9467916,6.5824585
Bulgaria,BGR,1969,6.50289,8.28438,7.9407096
Bulgaria,BGR,1970,5.878031,7.9907017,8.517295
Bulgaria,BGR,1971,5.0325637,8.353738,8.253326
Bulgaria,BGR,1972,6.6686425,7.094252,7.3289905
Bulgaria,BGR,1973,6.4351993,6.517017,5.5309734
Bulgaria,BGR,1974,5.7462573,5.994152,9.118541
Bulgaria,BGR,1975,6.7723565,6.258382,9.95325
Bulgaria,BGR,1976,5.9767222,10.9439125,9.483513
Bulgaria,BGR,1977,8.214849,10.041077,9.259259
Bulgaria,BGR,1978,6.988564,9.269273,9.343022
Bulgaria,BGR,1979,10.065506,10.983838,6.9329314
Bulgaria,BGR,1980,8.681672,9.825673,10.282382
Bulgaria,BGR,1981,6.6906004,7.352941,10.667904
Bulgaria,BGR,1982,8.470354,11.538462,10.672853
Bulgaria,BGR,1983,5.9860325,4.9671526,7.649079
Bulgaria,BGR,1984,8.664378,10.269576,8.989119
Bulgaria,BGR,1985,8.3836355,9.950249,11.448482
Bulgaria,BGR,1986,7.7116513,9.603842,10.287042
Bulgaria,BGR,1987,9.102323,10.036339,7.9519634
Bulgaria,BGR,1988,8.83447,10.053736,11.43604
Bulgaria,BGR,1989,8.432996,9.010541,10.05605
Bulgaria,BGR,1990,8.019367,10.437376,10.360963
Bulgaria,BGR,1991,7.1706004,8.868107,10.397137
Bulgaria,BGR,1992,9.126672,11.659345,12.416605
Bulgaria,BGR,1993,10.188087,11.133603,14.397905
Bulgaria,BGR,1994,8.811959,9.720127,9.899175
Bulgaria,BGR,1995,9.285943,8.766127,12.51117
Bulgaria,BGR,1996,8.015704,11.552229,10.808926
Bulgaria,BGR,1997,9.054326,10.051053,9.736932
Bulgaria,BGR,1998,7.5523515,13.064693,10.849297
Bulgaria,BGR,1999,5.7894735,9.636651,9.429196
Bulgaria,BGR,2000,3.9358387,8.353803,9.1373205
Bulgaria,BGR,2001,4.8467765,10.818488,10.808662
Bulgaria,BGR,2002,5.8275714,7.623708,10.118159
Bulgaria,BGR,2003,4.7404327,6.6605344,7.6431823
Bulgaria,BGR,2004,3.0615623,6.5812325,7.846495
Bulgaria,BGR,2005,4.075446,7.044525,7.42361
Bulgaria,BGR,2006,3.9886801,6.732634,9.111522
Bulgaria,BGR,2007,4.568856,4.904189,5.343555
Bulgaria,BGR,2008,5.455335,6.280236,5.9721375
Bulgaria,BGR,2009,2.0883172,5.5762367,6.2640824
Bulgaria,BGR,2010,2.9927425,6.061151,4.880796
Bulgaria,BGR,2011,4.0346713,6.514751,6.085579
Bulgaria,BGR,2012,6.3413916,7.9270115,5.515624
Bulgaria,BGR,2013,3.9723525,5.6141043,6.751117
Bulgaria,BGR,2014,5.695959,4.772438,5.125277
Bulgaria,BGR,2015,3.1930315,4.6159825,5.7849507
Bulgaria,BGR,2016,2.5696702,6.0694175,6.336252
Bulgaria,BGR,2017,3.53341,5.6279287,5.7095175
Bulgaria,BGR,2018,2.8635974,4.423772,7.4000244
Bulgaria,BGR,2019,3.1820583,4.2666316,6.171026
Bulgaria,BGR,2020,2.5509593,2.9602487,6.8874264
Bulgaria,BGR,2021,2.5262651,4.5830116,5.6604147
Bulgaria,BGR,2022,3.7240858,6.323946,5.2143807
Canada,CAN,1950,3.349772,5.786095,5.7662854
Canada,CAN,1951,1.7043841,5.984716,5.5826316
Canada,CAN,1952,2.0591538,5.272248,5.089717
Canada,CAN,1953,2.5918727,5.094614,6.415191
Canada,CAN,1954,2.0856004,4.9715266,6.7516246
Canada,CAN,1955,1.8605475,4.153874,7.1398573
Canada,CAN,1956,1.8067625,5.0482683,8.179618
Canada,CAN,1957,2.1411512,5.6720524,7.219032
Canada,CAN,1958,2.5274465,5.899705,7.9902163
Canada,CAN,1959,2.1263669,5.591254,7.451687
Canada,CAN,1960,3.271062,7.063655,9.956389
Canada,CAN,1961,2.303665,5.745184,7.0288596
Canada,CAN,1962,3.2418127,6.84988,8.13349
Canada,CAN,1963,3.8745158,8.125547,8.402648
Canada,CAN,1964,3.5448422,7.7058063,9.194619
Canada,CAN,1965,3.7097409,8.349669,9.705461
Canada,CAN,1966,3.700076,9.101485,10.790788
Canada,CAN,1967,5.030392,10.062167,11.53935
Canada,CAN,1968,4.623984,10.8518715,12.246993
Canada,CAN,1969,6.151709,13.739851,12.370702
Canada,CAN,1970,7.0282583,13.857313,13.761468
Canada,CAN,1971,7.937258,14.380121,14.061417
Canada,CAN,1972,9.339745,16.879795,16.920576
Canada,CAN,1973,9.062766,16.580257,15.519187
Canada,CAN,1974,10.783451,19.0819,17.60164
Canada,CAN,1975,10.164632,18.868816,16.856256
Canada,CAN,1976,10.719032,18.531485,18.37297
Canada,CAN,1977,12.578616,22.568022,18.500973
Canada,CAN,1978,11.9865885,22.153025,22.007914
Canada,CAN,1979,12.930854,21.74008,18.825705
Canada,CAN,1980,11.777665,18.82908,20.335777
Canada,CAN,1981,12.657134,19.583582,16.118662
Canada,CAN,1982,11.614497,18.882868,21.113155
Canada,CAN,1983,13.449368,19.801565,20.504732
Canada,CAN,1984,12.337251,18.758059,17.34279
Canada,CAN,1985,11.197811,17.709465,16.794153
Canada,CAN,1986,12.520131,19.438158,19.816357
Canada,CAN,1987,12.764844,17.693466,19.0222
Canada,CAN,1988,12.746234,19.08144,18.552797
Canada,CAN,1989,13.171928,18.221895,17.522532
Canada,CAN,1990,12.094173,17.6659,17.21821
Canada,CAN,1991,13.539548,18.451502,18.353258
Canada,CAN,1992,12.917618,17.947119,17.753416
Canada,CAN,1993,12.1844635,16.471151,16.289366
Canada,CAN,1994,12.842073,17.438189,14.77169
Canada,CAN,1995,13.334006,16.585127,17.371164
Canada,CAN,1996,11.4754095,17.40774,16.085047
Canada,CAN,1997,12.843856,14.470565,13.218525
Canada,CAN,1998,12.497395,15.032238,15.162767
Canada,CAN,1999,12.216641,14.826702,14.731212
Canada,CAN,2000,10.849638,15.179906,13.193036
Canada,CAN,2001,9.778431,14.026282,13.888876
Canada,CAN,2002,10.106965,12.881504,12.631818
Canada,CAN,2003,10.170075,13.967016,11.542915
Canada,CAN,2004,9.865565,12.129892,12.723641
Canada,CAN,2005,9.917393,13.180575,10.374024
Canada,CAN,2006,6.9011703,11.740573,10.775641
Canada,CAN,2007,8.294283,12.658034,12.535283
Canada,CAN,2008,9.253459,10.982063,11.10926
Canada,CAN,2009,8.9865885,11.780937,10.940088
Canada,CAN,2010,8.882373,12.116291,11.2555275
Canada,CAN,2011,8.854196,12.636371,10.689208
Canada,CAN,2012,10.176273,12.110195,11.09573
Canada,CAN,2013,7.6087475,11.05662,11.410065
Canada,CAN,2014,9.619173,10.7401495,12.887787
Canada,CAN,2015,9.521509,12.516311,13.943615
Canada,CAN,2016,8.80355,11.9887705,12.221099
Canada,CAN,2017,10.785087,12.985467,13.665254
Canada,CAN,2018,11.259423,16.058828,13.301621
Canada,CAN,2019,11.01651,14.663354,14.872149
Canada,CAN,2020,9.002593,13.327861,13.061875
Canada,CAN,2021,9.381036,12.677769,12.051807
Canada,CAN,2022,7.7648716,10.229577,9.765314
Cape Verde,CPV,2011,1.7235436,9.15248,10.843635
Chile,CHL,1955,5.838323,9.23913,10.721649
Chile,CHL,1956,8.479532,13.60424,14.5161295
Chile,CHL,1957,9.129814,15.344828,16.078432
Chile,CHL,1958,7.810321,13.996627,13.4357
Chile,CHL,1959,7.084469,10.231023,12.172285
Chile,CHL,1960,7.3352895,14.054927,12.841681
Chile,CHL,1961,10.486794,17.565872,12.6402
Chile,CHL,1962,7.603599,11.358403,9.410945
Chile,CHL,1963,3.4649177,5.5455637,5.956433
Chile,CHL,1964,3.1302674,6.4168005,5.629139
Chile,CHL,1965,2.4512665,4.8070126,2.5813112
Chile,CHL,1966,7.4438844,13.039256,12.775256
Chile,CHL,1967,1.7975508,3.4055307,3.9395928
Chile,CHL,1968,7.5974455,16.7023,16.793154
Chile,CHL,1969,8.163265,13.129382,13.795172
Chile,CHL,1970,9.653725,11.431475,10.3092785
Chile,CHL,1971,9.259259,10.451706,10.422616
Chile,CHL,1972,7.6923075,12.149092,10.65321
Chile,CHL,1973,4.7105007,8.1103,7.2962556
Chile,CHL,1974,5.0127597,9.448819,7.451565
Chile,CHL,1975,5.956679,9.555555,8.292683
Chile,CHL,1976,6.2943263,8.208955,8.312959
Chile,CHL,1977,4.799302,9.240247,8.323424
Chile,CHL,1978,5.670103,7.9051385,7.737397
Chile,CHL,1979,5.4500413,9.345795,7.79191
Chile,CHL,1980,5.2416053,8.679928,7.709497
Chile,CHL,1981,6.142506,7.8414097,8.719052
Chile,CHL,1982,5.2761745,8.957795,6.07621
Chile,CHL,1983,5.5255036,8.708379,6.797609
Chile,CHL,1984,5.9799547,9.498417,8.969033
Chile,CHL,1985,5.0937905,7.9553843,6.97097
Chile,CHL,1986,4.5524755,7.0311265,7.5528703
Chile,CHL,1987,4.3602347,7.628294,7.626311
Chile,CHL,1988,4.176707,7.8588614,8.142493
Chile,CHL,1989,4.589372,8.783239,8.374793
Chile,CHL,1990,4.3654003,8.246597,7.457899
Chile,CHL,1991,5.3009295,8.988582,7.7375674
Chile,CHL,1992,3.9279869,6.0435133,7.869634
Chile,CHL,1993,3.2135794,8.513053,7.5739264
Chile,CHL,1994,3.7997687,8.687885,9.706382
Chile,CHL,1995,4.09025,10.419317,8.947964
Chile,CHL,1996,5.015548,10.7892065,7.960742
Chile,CHL,1997,5.2358966,10.173405,9.580091
Chile,CHL,1998,4.907291,9.952007,9.740292
Chile,CHL,1999,4.72379,8.708602,10.788668
Chile,CHL,2000,8.743505,11.823452,14.9020195
Chile,CHL,2001,9.073072,15.13443,15.560814
Chile,CHL,2002,7.1394043,15.00741,15.314685
Chile,CHL,2003,7.452496,14.413376,14.980283
Chile,CHL,2004,10.414325,16.1844,14.255043
Chile,CHL,2005,9.26693,15.021517,12.36572
Chile,CHL,2006,11.02212,12.984425,13.153135
Chile,CHL,2007,11.440851,16.755138,16.278755
Chile,CHL,2008,12.571853,18.61523,17.347868
Chile,CHL,2009,11.511846,18.778122,18.894342
Chile,CHL,2010,11.555026,16.589413,14.951824
Chile,CHL,2011,9.87432,16.485727,15.316773
Chile,CHL,2012,8.287902,12.724318,14.298064
Chile,CHL,2013,7.896955,11.798122,13.431582
Chile,CHL,2014,8.078677,12.563044,13.298462
Chile,CHL,2015,8.02206,12.247298,13.391298
Chile,CHL,2016,6.7618747,12.884842,13.525799
Chile,CHL,2017,6.314911,13.272758,12.654186
Chile,CHL,2018,6.8726807,11.504801,13.261453
Chile,CHL,2019,6.6559434,10.941949,14.192342
Chile,CHL,2020,6.3492627,10.5495,10.925339
Chile,CHL,2021,5.6658554,12.508498,11.471005
Chile,CHL,2022,7.958473,14.366156,15.011897
Colombia,COL,1953,1.371901,1.9948014,1.8596636
Colombia,COL,1954,1.4218875,3.9980502,3.119902
Colombia,COL,1955,1.6193708,3.1946266,3.5214915
Colombia,COL,1956,0.3878976,2.0601566,1.7713869
Colombia,COL,1957,0.5164908,0.78388333,1.1892964
Colombia,COL,1958,5.3344274,6.30646,4.5586405
Colombia,COL,1959,4.3740473,6.524073,5.0195765
Colombia,COL,1960,3.9172873,8.002561,4.9610896
Colombia,COL,1961,6.4098573,8.142691,8.578431
Colombia,COL,1962,7.3569317,11.9477005,9.317621
Colombia,COL,1963,8.415147,10.995413,10.623229
Colombia,COL,1964,11.380364,12.699308,8.920148
Colombia,COL,1965,12.487622,15.834933,13.666667
Colombia,COL,1966,14.850954,15.089805,12.990176
Colombia,COL,1967,13.005327,17.563261,13.781087
Colombia,COL,1968,7.224257,10.516313,10.167925
Colombia,COL,1969,4.4591985,6.355671,5.5518045
Colombia,COL,1972,7.7218313,8.198121,7.406382
Colombia,COL,1974,7.7123203,9.861608,7.126494
Colombia,COL,1975,6.323256,7.5321813,7.029461
Colombia,COL,1976,6.2494984,7.46696,6.1220865
Colombia,COL,1977,4.3320866,6.8132725,5.1882815
Colombia,COL,1984,4.9392686,8.46035,6.1362157
Colombia,COL,1985,5.048201,6.803392,6.2855554
Colombia,COL,1986,4.823869,7.047693,5.8818946
Colombia,COL,1987,5.0179534,7.7195516,5.2303724
Colombia,COL,1988,3.72752,6.2170887,5.3608294
Colombia,COL,1989,3.219527,4.9070497,4.8544216
Colombia,COL,1990,3.8476996,5.6230235,4.404134
Colombia,COL,1991,4.2414513,7.140025,5.0277286
Colombia,COL,1992,4.7699046,6.7036457,5.6150312
Colombia,COL,1993,4.684181,6.691518,4.741043
Colombia,COL,1994,5.4524393,7.825216,4.952246
Colombia,COL,1995,4.3571887,6.841846,5.7134137
Colombia,COL,1996,5.498782,6.1048326,4.9854655
Colombia,COL,1997,5.48076,6.5844727,6.1517215
Colombia,COL,1998,9.633826,11.077708,9.268572
Colombia,COL,1999,9.349328,10.823014,9.343046
Colombia,COL,2000,10.454264,13.374759,9.928681
Colombia,COL,2001,10.438081,13.377293,9.606566
Colombia,COL,2002,10.716168,12.312314,9.520834
Colombia,COL,2003,9.995,10.793217,8.467535
Colombia,COL,2004,9.042793,10.578012,8.094469
Colombia,COL,2005,8.328394,10.444751,7.3550315
Colombia,COL,2006,8.180458,9.779666,8.101385
Colombia,COL,2007,7.941161,9.387846,8.396097
Colombia,COL,2008,7.352402,9.407493,7.472676
Colombia,COL,2009,7.3798723,9.266456,7.5759263
Colombia,COL,2010,7.376107,8.592162,7.791467
Colombia,COL,2011,6.1693387,8.331955,7.262795
Colombia,COL,2012,6.515111,8.552693,7.0479226
Colombia,COL,2013,6.0969124,7.813468,6.502387
Colombia,COL,2014,6.484788,7.8592024,7.258487
Colombia,COL,2015,7.442468,7.715909,6.981617
Colombia,COL,2016,7.7251544,8.29456,7.1248436
Colombia,COL,2017,7.60245,9.340373,7.8551493
Colombia,COL,2018,8.098824,9.465776,7.436453
Colombia,COL,2019,8.571822,9.43415,7.7998376
Colombia,COL,2020,7.8419514,9.29556,6.914323
Colombia,COL,2021,8.392157,9.674152,8.222579
Costa Rica,CRI,1961,1.597444,3.030303,2.4183798
Costa Rica,CRI,1962,3.0864198,4.878049,4.6728973
Costa Rica,CRI,1963,2.9806259,9.425071,9.019166
Costa Rica,CRI,1964,2.1613834,7.2926164,6.543075
Costa Rica,CRI,1965,1.3917885,3.5211267,5.263158
Costa Rica,CRI,1966,4.6235137,5.882353,6.1099796
Costa Rica,CRI,1967,3.7664783,6.4412236,6.903353
Costa Rica,CRI,1968,2.3980815,6.1919503,3.835091
Costa Rica,CRI,1969,2.8538814,6.6815143,6.5116277
Costa Rica,CRI,1970,3.8251367,7.8683834,2.722323
Costa Rica,CRI,1971,4.6583853,3.3715441,6.8846817
Costa Rica,CRI,1972,6.9755855,8.392511,3.319502
Costa Rica,CRI,1973,1.8058691,5.970149,4.8192773
Costa Rica,CRI,1974,5.721831,9.307737,9.397024
Costa Rica,CRI,1975,3.423192,9.686609,6.9284062
Costa Rica,CRI,1976,5.8260508,12.749446,14.97006
Costa Rica,CRI,1977,4.6511626,7.6542096,8.635578
Costa Rica,CRI,1978,3.018868,7.891276,6.1659193
Costa Rica,CRI,1979,2.5897152,5.141388,4.9396267
Costa Rica,CRI,1980,4.659498,13.75,8.510638
Costa Rica,CRI,1981,4.5936394,9.504132,8.947369
Costa Rica,CRI,1982,1.7301039,6.854839,7.216495
Costa Rica,CRI,1983,5.1510987,9.244992,9.847365
Costa Rica,CRI,1984,2.7453673,5.0779834,10.58425
Costa Rica,CRI,1985,5.990134,8.67052,5.394191
Costa Rica,CRI,1986,3.7800686,5.637773,5.6657224
Costa Rica,CRI,1987,2.298096,7.4049144,9.277155
Costa Rica,CRI,1988,2.5575447,7.2107506,5.645465
Costa Rica,CRI,1989,4.609929,7.5085325,9.02527
Costa Rica,CRI,1990,5.28169,8.532423,6.007067
Costa Rica,CRI,1991,4.109589,4.452055,6.25
Costa Rica,CRI,1992,4.3117743,6.937218,7.887517
Costa Rica,CRI,1993,4.4657097,6.3069377,6.122449
Costa Rica,CRI,1994,3.071253,10.54111,9.833842
Costa Rica,CRI,1995,5.6069527,10.816126,9.385114
Costa Rica,CRI,1996,9.639061,8.512898,11.8353195
Costa Rica,CRI,1997,7.0568047,10.1942835,5.435115
Costa Rica,CRI,1998,5.1980596,9.161183,13.968003
Costa Rica,CRI,1999,6.1102934,9.410136,10.859422
Costa Rica,CRI,2000,8.010771,8.489312,12.053195
Costa Rica,CRI,2001,4.2831626,6.8070235,9.195312
Costa Rica,CRI,2002,10.579849,9.093841,8.617388
Costa Rica,CRI,2003,8.192514,15.028353,10.178682
Costa Rica,CRI,2004,8.535478,11.514406,7.748103
Costa Rica,CRI,2005,5.3966923,8.939266,7.7954926
Costa Rica,CRI,2006,7.46119,12.219086,11.488971
Costa Rica,CRI,2007,5.1266875,10.730347,10.636673
Costa Rica,CRI,2008,5.6143107,8.848626,7.44873
Costa Rica,CRI,2009,4.9427814,9.656898,10.388261
Costa Rica,CRI,2010,3.3189511,8.394445,10.65303
Costa Rica,CRI,2011,6.93468,9.980202,10.669684
Costa Rica,CRI,2012,6.2741466,9.749756,8.259123
Costa Rica,CRI,2013,4.8758726,8.391335,9.5335245
Costa Rica,CRI,2014,5.431616,7.7419353,8.2196865
Costa Rica,CRI,2015,7.5235677,8.274407,7.910159
Costa Rica,CRI,2016,6.6360726,9.772491,8.102677
Costa Rica,CRI,2017,4.4273252,7.9355917,9.029116
Costa Rica,CRI,2018,6.3831654,11.660419,8.60105
Costa Rica,CRI,2019,7.956284,10.650401,8.756305
Costa Rica,CRI,2020,7.4291754,10.493939,11.550474
Costa Rica,CRI,2021,6.114406,10.931073,12.355947
Costa Rica,CRI,2022,11.180992,13.746703,11.267498
Croatia,HRV,1985,5.8317986,15.715949,15.053763
Croatia,HRV,1986,7.169576,13.184881,16.653017
Croatia,HRV,1987,10.3125,14.050822,17.039106
Croatia,HRV,1988,9.342884,17.878428,15.585861
Croatia,HRV,1989,6.1766524,14.697061,16.652554
Croatia,HRV,1990,5.4894786,14.567527,15.990862
Croatia,HRV,1991,8.154636,18.763458,19.545847
Croatia,HRV,1992,12.394196,22.468452,17.54386
Croatia,HRV,1993,11.49773,17.560074,22.164652
Croatia,HRV,1994,10.593221,15.716487,16.700258
Croatia,HRV,1995,8.76133,18.76923,15.497076
Croatia,HRV,1996,14.341591,17.745646,17.666769
Croatia,HRV,1997,10.5701475,17.764858,12.874251
Croatia,HRV,1998,11.064107,13.451444,15.810277
Croatia,HRV,1999,13.491809,14.248705,13.209247
Croatia,HRV,2000,8.378016,13.841999,14.710485
Croatia,HRV,2001,7.7024574,13.414869,14.261605
Croatia,HRV,2002,8.152174,13.561511,16.420912
Croatia,HRV,2003,8.301626,13.52657,10.627699
Croatia,HRV,2004,5.6497173,9.379043,13.1104555
Croatia,HRV,2005,5.4452586,10.683553,12.906348
Croatia,HRV,2006,8.450166,12.167451,10.5544615
Croatia,HRV,2007,8.590873,7.3644605,7.943796
Croatia,HRV,2008,6.4648123,10.194927,8.559282
Croatia,HRV,2009,4.254134,13.236176,7.9429884
Croatia,HRV,2010,7.034795,12.560695,8.013206
Croatia,HRV,2011,3.5429862,8.387212,12.417084
Croatia,HRV,2012,4.8752146,10.93165,13.107924
Croatia,HRV,2013,6.5049906,12.304468,10.061591
Croatia,HRV,2014,8.209169,11.698218,9.955348
Croatia,HRV,2015,5.0136833,11.451099,7.2497225
Croatia,HRV,2016,6.497979,8.660365,9.328359
Croatia,HRV,2017,4.1117105,7.4335012,11.284362
Croatia,HRV,2018,4.7202764,12.39777,7.7520328
Croatia,HRV,2019,4.971167,7.5227876,11.329828
Croatia,HRV,2020,7.078894,10.167726,8.840058
Croatia,HRV,2021,5.2887106,6.171667,11.680115
Cuba,CUB,1964,13.877768,14.392802,13.975693
Cuba,CUB,1968,18.094143,18.338976,15.398974
Cuba,CUB,1969,17.596384,15.438569,15.654328
Cuba,CUB,1970,14.496539,18.103329,12.696956
Cuba,CUB,1971,14.520689,16.168814,16.854778
Cuba,CUB,1972,19.53125,16.31765,15.751509
Cuba,CUB,1973,17.07953,21.89586,18.092342
Cuba,CUB,1974,21.68268,23.209549,20.27992
Cuba,CUB,1975,21.489065,23.995758,20.256014
Cuba,CUB,1976,24.906132,22.864653,17.01534
Cuba,CUB,1977,23.856613,28.145266,19.394773
Cuba,CUB,1992,14.908493,21.675047,19.049284
Cuba,CUB,1993,13.790784,18.077024,17.989695
Cuba,CUB,1994,9.759668,19.045923,19.220642
Cuba,CUB,1995,12.914166,18.535595,20.375761
Cuba,CUB,1996,9.244154,16.86982,16.357206
Cuba,CUB,1997,7.7648473,13.305981,16.37558
Cuba,CUB,1998,9.288514,14.131726,15.331337
Cuba,CUB,1999,9.70119,12.81008,14.830384
Cuba,CUB,2000,6.813427,13.982497,14.206684
Cuba,CUB,2001,7.406185,9.4312935,14.692052
Cuba,CUB,2002,4.8813214,8.31701,12.39554
